internal_id,Award ID,Recipient Name,Start Date,End Date,Award Amount,Awarding Agency,Awarding Sub Agency,CFDA Number,Description,Place of Performance State Code,Place of Performance City Code,awarding_agency_id,agency_slug,generated_internal_id,active_during_fy2024
231635721,15POVC23GG04096HT,"ASYLEE WOMEN ENTERPRISE, INC.",2023-10-01,2026-09-30,946152.0,Department of Justice,Office of Justice Programs,16.320,"ASYLEE WOMEN ENTERPRISE (AWE), IN COLLABORATION WITH HEAL REFUGEE HEALTH AND ASYLUM COLLABORATIVE (HEAL), WILL IMPLEMENT THE STEPS TO SUCCESS PROJECT TO ADDRESS THE UNIQUE NEEDS AND CHALLENGES OF ADOLESCENT AND YOUNG ADULT, FOREIGN-BORN TRAFFICKING SURVIVORS IN MARYLAND. OVER THE COURSE OF THE GRANT, STEPS TO SUCCESS WILL PROVIDE TRAUMA-INFORMED, AND PERSON-CENTERED SERVICES TO 100-SPANISH SPEAKING, FOREIGN-BORN, LABOR AND SEX TRAFFICKING SURVIVORS BETWEEN THE AGES OF 15 AND 25. PROJECT ACTIVITIES INCLUDE CONNECTING SURVIVOR YOUTH TO SOCIAL, ACADEMIC, EMPLOYMENT, AND SKILL BUILDING OPPORTUNITIES (AWE); ESTABLISHING A SURVIVOR YOUTH ADVISORY BOARD (AWE AND HEAL); PROVIDING PSYCHOEDUCATION, CRISIS COUNSELING, AND OTHER SUPPORT SERVICES THROUGH A COMMUNITY HEALTH WORKER (AWE AND HEAL); FACILITATING GROUP SUPPORT ACTIVITIES, INCLUDING PEER SUPPORT GROUPS, HEALTHY RELATIONSHIPS WORKSHOPS, AND FIELD TRIPS (AWE AND HEAL); AND PROVIDING INDIVIDUAL CLINICAL MENTAL HEALTH COUNSELING SERVICES THROUGH A LICENSED THERAPIST (HEAL). EXPECTED OUTCOMES INCLUDE THE CREATION OF OPPORTUNITIES FOR FOREIGN-BORN SURVIVOR YOUTH TO BUILD SOCIAL, ACADEMIC, AND VOCATIONAL NETWORKS; THE INCLUSION AND ENGAGEMENT OF SURVIVOR YOUTH IN PROGRAM AND SERVICE DESIGN AND IMPLEMENTATION; ENHANCED PROVISION OF HOLISTIC AND TRAUMA-INFORMED SERVICES ADAPTED TO THE INDIVIDUAL NEEDS OF THE SURVIVOR; ACCESS TO DEVELOPMENTALLY APPROPRIATE, LINGUISTICALLY AND CULTURALLY RESPONSIVE, AND EVIDENCED-BASED MENTAL HEALTH SERVICES; AND THE DEVELOPMENT OF AN INTERDISCIPLINARY TEAM TO ADDRESS THE NEEDS OF FOREIGN-BORN SURVIVOR YOUTH IN BALTIMORE AND THE SURROUNDING COUNTIES. THE PROJECT WILL BE OPEN TO SPANISH-SPEAKING, ADOLESCENT AND YOUNG ADULT, FOREIGN-BORN HUMAN TRAFFICKING SURVIVORS AGES 15 THROUGH 25 ACROSS THE STATE OF MARYLAND, WITH PRIORITY GIVEN TO SURVIVORS IN BALTIMORE CITY AND BALTIMORE, ANNE ARUNDEL, HOWARD, CARROLL, HARFORD, WASHINGTON, AND FREDERICK COUNTIES DUE TO THEIR GEOGRAPHIC PROXIMITY TO AWE AND THE ABSENCE OF APPROPRIATE RESOURCES AND SERVICES FOR SURVIVORS IN THESE AREAS. STEPS TO SUCCESS WILL ALLOW AWE AND HEAL TO BUILD ON EXISTING PROGRAMS AND PARTNERSHIPS AND ENHANCE SURVIVOR ACCESS TO THE COMPREHENSIVE SERVICES AND SUPPORT THEY NEED TO BEGIN TO HEAL AND LIVE WITH SAFETY, STABILITY, AND SELF-SUFFICIENCY.",MD,MD04000,252,department-of-justice,ASST_NON_15POVC23GG04096HT_015,True
231635717,15POVC23GG04092HT,CATHOLIC CHARITIES OF LOUISVILLE INC,2023-10-01,2026-12-31,943533.0,Department of Justice,Office of Justice Programs,16.320,"CATHOLIC CHARITIES OF LOUISVILLE (CCL) WILL IMPLEMENT THE CENTRAL AND WESTERN KENTUCKY COMPREHENSIVE SERVICES PROJECT TO ENHANCE ACCESS TO SERVICES FOR VICTIMS OF HUMAN TRAFFICKING. THIS PROJECT SEEKS TO BUILD CASE MANAGEMENT CAPACITY IN THE CENTRAL KENTUCKY AREA, INCREASE LOW-BARRIER ACCESS TO BASIC SERVICES TO SUPPORT STABILITY AND SAFETY, AND EXPAND SERVICES INTO WESTERN KENTUCKY WHILE SUSTAINING EXISTING COMPREHENSIVE SERVICES AVAILABLE TO SURVIVORS OF HUMAN TRAFFICKING OF ANY GENDER, AGE, OR NATIONALITY. CCL WILL PROVIDE A COMPREHENSIVE ARRAY OF DIRECT SERVICES FOR VICTIMS OF ALL FORMS OF HUMAN TRAFFICKING TO MEETING INDIVIDUALIZED NEEDS AND WILL BE THE PRIMARY SERVICE PROVIDER FOR SERVICES WHICH WILL INCLUDE INFORMATION AND REFERRAL SERVICES, PERSONAL ADVOCACY AND ACCOMPANIMENT SERVICES, EMOTIONAL SUPPORT AND SAFETY SERVICES, AND REFERRALS TO OTHER ESSENTIAL SERVICES. CCL WILL COLLABORATE WITH AND TRAIN LOCAL PARTNERS TO ENSURE TRAFFICKING VICTIMS ARE IDENTIFIED AND REFERRED FOR APPROPRIATE SERVICES. CCL WILL ALSO CONDUCT DATA COLLECTION AND PARTICIPATE IN EVALUATION ACTIVITIES TO DETERMINE IF THE PROGRAM IS MEETING THE STATED OBJECTIVES. CCL WILL SEEK TO PROMOTE RACIAL EQUITY AND THE REMOVAL OF BARRIERS TO ACCESS AND OPPORTUNITY FOR COMMUNITIES WHO HAVE BEEN HISTORICALLY UNDERSERVED AND HISTORICALLY MARGINALIZED THROUGH NON-DISCRIMINATORY, CULTURALLY, AND LINGUISTICALLY APPROPRIATE ACCESS TO SERVICES, INTENTIONAL COLLABORATIONS WITH INDIVIDUALS AND ORGANIZATIONS PROMOTING RACIAL EQUITY, INCLUSION OF RACIAL EQUITY INFORMATION IN TRAININGS AND RESOURCES, TARGETED OUTREACH TO POPULATIONS NEGATIVELY IMPACTED BY RACIAL BIAS AND INEQUITY, AND INTENTIONAL REPRESENTATION OF UNDERSERVED AND MARGINALIZED POPULATIONS BY PROGRAM STAFF AND ADVISORY BOARD MEMBERS.",KY,KY48000,252,department-of-justice,ASST_NON_15POVC23GG04092HT_015,True
231635658,15POVC23GG02755MINO,"J BAR J YOUTH SERVICES, INC.",2023-10-01,2027-06-30,941760.0,Department of Justice,Office of Justice Programs,16.320,"J BAR J YOUTH SERVICES PROPOSES TO IMPLEMENT THE ANTI-TRAFFICKING PROJECT (AT:PROJECT) - OVC INTEGRATED SERVICES FOR MINOR VICTIMS OF HUMAN TRAFFICKING PROGRAM. THE PURPOSE IS TO ENHANCE AND STRENGTHEN ACCESS TO COMPREHENSIVE SERVICES FOR MINOR VICTIMS OF LABOR AND SEX TRAFFICKING IN CENTRAL OREGONS CROOK, DESCHUTES AND JEFFERSON COUNTIES. THE AT:PROJECT WILL: (1) EXPAND AND STRENGTHEN INDIVIDUALIZED SERVICES TO MINOR VICTIMS OF SEX AND LABOR TRAFFICKING. (2) IMPROVE COLLABORATION WITH LOCAL COMMUNITY PARTNERS TO ENSURE MINOR VICTIMS OF TRAFFICKING ARE IDENTIFIED, RESPONDED TO, AND PROVIDED WITH SERVICES. (3) EXPAND AND INCREASE COMMUNITY-BASED INTERVENTIONS THROUGH OUTREACH AND EDUCATION, WITH THE GOAL OF DEVELOPING A CONTINUUM OF CARE TO ADDRESS SPECIFIC NEEDS OF VICTIMS. (4) PROVIDE ESSENTIAL SERVICES TO MINOR VICTIMS, INCLUDING EMERGENCY INTERVENTIONS, AND LONG-TERM INTERVENTIONS. (5) DETERMINE IF PROGRAM IS MEETING GOALS AND OBJECTIVES THROUGH IMPROVED DATA COLLECTION, ASSESSMENT AND EVALUATION PRACTICES. THE PROJECT WILL ADDRESS RACIAL INEQUITIES AND CONTRIBUTE TO GREATER ACCESS TO SERVICES FOR HISTORICALLY UNDERSERVED, MARGINALIZED AND ADVERSELY AFFECTED COMMUNITIES, TO INCLUDE LESBIAN, GAY, BISEXUAL, TRANSGENDER+ COMMUNITIES; BLACK, INDIGENOUS, PERSONS OF COLOR COMMUNITIES AND YOUTH EXPERIENCING HOMELESSNESS.",OR,OR05800,252,department-of-justice,ASST_NON_15POVC23GG02755MINO_015,True
231634621,15POVC21GG04000MINO,CHILDREN'S NATIONAL MEDICAL CENTER,2021-10-01,2024-09-30,941170.3,Department of Justice,Office of Justice Programs,16.320,THE CARES CLINIC: A COMPREHENSIVE MEDICAL HOME FOR MINOR VICTIMS OF SEX TRAFFICKING IN THE NATIONÂS CAPITAL,DC,DC50000,252,department-of-justice,ASST_NON_15POVC21GG04000MINO_015,True
234950151,2020VMBX0006,SUFFOLK COUNTY,2021-01-01,2024-12-31,935007.47,Department of Justice,Office of Justice Programs,16.320,SUFFOLK COUNTY MINOR VICTIMS OF SEX TRAFFICKING PROJECT,NY,NY83426,252,department-of-justice,ASST_NON_2020VMBX0006_015,True
231635086,15POVC22GG03689MINO,DOUGLAS COUNTY NEBRASKA,2022-10-01,2027-09-30,930876.0,Department of Justice,Office of Justice Programs,16.320,"THIS PROJECT SEEKS TO BETTER UNDERSTAND AND MEET THE NEEDS OF SYSTEM-INVOLVED MISSING, RUNAWAY, AND SEX TRAFFICKED (MAR/T) YOUTH, SPECIFICALLY GIRLS OF COLOR. DOUGLAS COUNTY, NEBRASKA IS A THRIVING METROPOLITAN AREA IN THE HEART OF AMERICA. MEMBERS OF MINORITY GROUPS LIVING IN THE EASTERN AREAS OF DOUGLAS COUNTY MAKE UP THE LARGEST PERCENTAGE OF MAR/T YOUTH, AS WELL AS YOUTH WITHIN THE DOUGLAS COUNTY JUVENILE JUSTICE SYSTEM. GIVEN THE LINK BETWEEN A YOUTH’S HISTORY OF RUNNING AWAY AND FUTURE JUVENILE JUSTICE SYSTEM INVOLVEMENT AND/OR SEX TRAFFICKING, RESOURCES ARE NEEDED TO TARGET THE SPECIFIC NEEDS OF SYSTEM-INVOLVED MISSING/RUNAWAY GIRLS TO PREVENT FURTHER, AND MORE EXTENSIVE, INVOLVEMENT WITH SEX TRAFFICKING AND THE JUVENILE JUSTICE SYSTEM

DURING CALENDAR YEAR 2021, DOUGLAS COUNTY DATA SHOWS THAT GIRLS ACCOUNTED FOR 64% OF THE YOUTH SERVED BY THE MISSING YOUTH SERVICES (MYS) (N=66 OF 103). IN ADDITION, AMONG THOSE YOUTH FOR WHOM RACE/ETHNICITY WAS REPORTED (N=92), YOUTH OF COLOR ACCOUNTED FOR NEARLY THREE-QUARTERS OF THE TOTAL POPULATION SERVED BY MYS: 29.3% WERE AFRICAN AMERICAN, 37.0% WERE HISPANIC, 28.3% WERE WHITE; 2.2% WERE NATIVE AMERICAN, AND 3.3% IDENTIFIED AS MORE THAN ONE RACE. FURTHERMORE, ON AVERAGE, THE OMAHA POLICE DEPARTMENT (OPD) COMPLETES 80-100 REPORTS ON MISSING AND RUNAWAY YOUTH EACH MONTH; APPROXIMATELY 20% OF THESE YOUTH HAVE BEEN TRAFFICKED. GIRLS OF COLOR WERE SIMILARLY OVERREPRESENTED AMONG THIS POPULATION (76%). 

THE PROPOSED PROJECT WILL EXPAND DOUGLAS COUNTY’S ABILITY TO ESTABLISH STRATEGIES THAT WILL STRENGTH VICTIM SERVICE PROGRAMS TO SUPPORT VICTIM-CENTERED, TRAUMA-INFORMED, DEVELOPMENTALLY APPROPRIATE, EVIDENCE-BASED RESPONSES TO MINOR VICTIMS OF SEX TRAFFICKING. SPECIFICALLY, FUNDS FROM THIS GRANT WILL BE USED TO RESPOND STRATEGICALLY TO (1) FUND PROJECT HARMONY’S DIRECTOR OF MISSING AND ANTI-TRAFFICKING YOUTH SERVICES, (2) SPONSOR A SHORT-TERM STABILIZATION BED FOR TRAFFICKED GIRLS, AND (3) INCREASE THE ACCESS OF MAR/T GIRLS AND THEIR FAMILIES TO LEGAL ADVOCACY AND EDUCATIONAL ASSISTANCE THROUGH THE EDUCATIONAL RIGHTS COUNSEL. GIVEN THE KNOWN DEMOGRAPHICS OF THE MAR/T GIRLS IN OUR COMMUNITY, DOUGLAS COUNTY IS REQUESTING PRIORITY CONSIDERATION IN SUPPORT OF EXECUTIVE ORDER 13985, ADVANCING RACIAL EQUITY AND SUPPORT FOR UNDERSERVED COMMUNITIES THROUGH THE FEDERAL GOVERNMENT, TO INCREASE THE ACCESS TO SERVICES FOR MAR/T GIRLS FROM UNDERSERVED AND HISTORICALLY MARGINALIZED POPULATIONS.",NE,NE37000,252,department-of-justice,ASST_NON_15POVC22GG03689MINO_015,True
231635705,15POVC23GG04079HT,NEW MEXICO DREAM CENTER OF ALBUQUERQUE,2023-10-01,2027-09-30,930511.0,Department of Justice,Office of Justice Programs,16.320,"THE NEW MEXICO DREAM CENTER OF ALBUQUERQUE (NMDC) WILL IMPLEMENT THE ADDRESSING GAPS IN SERVICES FOR HUMAN TRAFFICKING VICTIMS IN NEW MEXICO PROJECT. THE PURPOSE IS TO MITIGATE SERVICE GAPS, HOUSING GAPS, AND LABOR TRAFFICKING GAPS, AS WELL AS REMOVE BARRIERS TO ACCESS AND OPPORTUNITY FOR COMMUNITIES THAT HAVE BEEN HISTORICALLY UNDERSERVED, MARGINALIZED, AND ADVERSELY AFFECTED BY INEQUALITY. PROJECT ACTIVITIES INCLUDE; 1.) EXPANDING AND STRENGTHENING NMDC'S TRAUMA-INFORMED AND VICTIM-CENTERED SERVICE PROGRAM TO MORE COMPREHENSIVELY SERVE VICTIMS FROM HISTORICALLY UNDERSERVED AND MARGINALIZED COMMUNITIES; PROVIDE OUTREACH AND SERVICES APPROPRIATE FOR LABOR TRAFFICKING VICTIMS; 2.) DEVELOPING A CONTINUUM OF CARE MODEL FOR HOUSING VICTIMS OF LABOR AND SEX TRAFFICKING WHICH INCLUDES EMERGENCY SHELTER, SUPPORTED GROUP TRANSITIONAL HOUSING, SUPPORTED INDEPENDENT OR SEMI-INDEPENDENT TRANSITIONAL HOUSING, AND HOUSING VOUCHERS; AND 3.) DEVELOPING A HUMAN TRAFFICKING AWARENESS NETWORK THAT INCLUDES COMMUNITY STAKEHOLDERS THAT REPRESENT HISTORICALLY UNDERSERVED AND MARGINALIZED COMMUNITIES, AND UTILIZES TRAINING OPPORTUNITIES, AWARENESS ACTIVITIES, AND DIRECT OUTREACH TO PERCEIVED VICTIMS OF LABOR TRAFFICKING AND YOUTH EXPERIENCING HOMELESSNESS WHO MAY BE EXPLOITED AS LABOR OR SEX TRAFFICKING VICTIMS. EXPECTED OUTCOMES INCLUDE: 1.) A COLLABORATIVE NETWORK THAT ADDRESSES THE HOUSING AND SERVICE NEEDS OF HUMAN TRAFFICKING VICTIMS; 2.) EFFECTIVE PROVISION OF TRAUMA INFORMED, VICTIM CENTERED, CULTURALLY HUMBLE AND EVIDENCE-BASED SERVICES; 3.) PROVISION OF SERVICES FOR LABOR TRAFFICKING VICTIMS; 4.) REDUCTION IN HUMAN TRAFFICKING VICTIMS LOSING THEIR HOUSING; AND 5.) REGULAR PROGRAM EVALUATION AND ASSESSMENTS. LABOR AND SEX TRAFFICKING VICTIMS ARE THE INTENDED BENEFICIARIES OF THE PROJECT.",NM,NM02000,252,department-of-justice,ASST_NON_15POVC23GG04079HT_015,True
231635686,15POVC23GG04060HT,GLOBAL PEHT CORP,2023-10-01,2027-03-31,929604.0,Department of Justice,Office of Justice Programs,16.320,"THE PARTNERSHIP TO END HUMAN TRAFFICKING (PEHT) WILL SERVE SURVIVORS OF TRAFFICKING IN FAIRFIELD COUNTY, CONNECTICUT, PROVIDING SURVIVORS WITH ACCESS TO RESOURCES IN THREE DISTINCT OVC SERVICE AREAS: EMOTIONAL SUPPORT, SAFETY, AND HEALTH SERVICES; EDUCATION AND EMPLOYMENT SKILL BUILDING; AND INFORMATION AND REFERRAL. PEHT WILL CONDUCT THE FOLLOWING PRIMARY ACTIVITIES: PROVIDE CULTURALLY APPROPRIATE, TRAUMA-INFORMED SERVICES TO THE SURVIVORS; WORK WITH SURVIVORS TO ACHIEVE SELF-IDENTIFIED PROFESSIONAL AND EDUCATIONAL GOALS; PROVIDE TRAINING, OUTREACH, AND VOLUNTEER ACTIVITIES TO THE COMMUNITY; EXPAND AND LEVERAGE PEHTS INFORMATION AND REFERRAL NETWORK TO PROVIDE CLIENTS WITH ACCESS TO LEGAL SUPPORT, SUBSTANCE USE DISORDER TREATMENT, AND REFERRALS TO OTHER PROGRAMS; AND MAKE PROGRAMMATIC DECISIONS BASED ON DATA ANALYSIS AND SURVIVOR FEEDBACK. PEHT WILL PARTNER WITH THE CATHOLIC CHARITIES OF FAIRFIELD COUNTY TO DELIVER SPECIALIZED SERVICES TO VICTIMS OF LABOR TRAFFICKING, INCLUDING LEGAL SUPPORT AND ASSISTANCE WITH EMPLOYMENT AND RESIDENCE DOCUMENTATION. PEHT ANTICIPATES THE FOLLOWING OUTCOMES AS THE RESULT OF THIS OVC-FUNDED WORK: AN INCREASE IN THE NUMBER OF SEX AND LABOR TRAFFICKING SURVIVORS BEING IDENTIFIED DUE TO INCREASED AWARENESS TRAININGS; AN INCREASE IN THE NUMBER OF SERVICES DELIVERED TO SURVIVORS OF LABOR TRAFFICKING; IMPROVED QUALITY OF LIFE FOR ALL SURVIVORS OF TRAFFICKING, INCLUDING PERSONAL HEALTH, SAFETY, EMOTIONAL WELL-BEING, AND ACCESS TO EDUCATION AND EMPLOYMENT OPPORTUNITIES.",CT,CT17520,252,department-of-justice,ASST_NON_15POVC23GG04060HT_015,True
234938927,2019VTBX0097,"TAPESTRI, INC",2020-01-01,2024-06-30,925000.0,Department of Justice,Office of Justice Programs,16.320,2019 DIRECT SERVICES TO SUPPORT VICTIMS OF HUMAN TRAFFICKING,GA,GA77652,252,department-of-justice,ASST_NON_2019VTBX0097_015,True
231635101,15POVC22GG03744HT,"MOSAIC FAMILY SERVICES, INC.",2022-10-01,2026-01-31,924874.23,Department of Justice,Office of Justice Programs,16.320,"MOSAIC’S SERVICES FOR VICTIMS OF TRAFFICKING PROGRAM WILL SERVE TRAFFICKED PERSONS UNCOVERED IN THE NORTH TEXAS REGION, WHICH INCLUDES THE DALLAS-FORT WORTH (DFW) METROPLEX. THIS PROJECT IS TARGETED TO MEET THE COMPLEX NEEDS OF REFUGEE, IMMIGRANT, AND LIMITED ENGLISH PROFICIENT TRAFFICKING VICTIMS. MOSAIC’S HIGHLY MULTICULTURAL, MULTILINGUAL STAFF AND CULTURALLY COMPETENT SERVICES GREATLY ENHANCE ITS CAPACITY TO SERVE REFUGEE AND IMMIGRANT TRAFFICKING VICTIMS. MOSAIC PLANS TO SERVE 375 TRAFFICKING VICTIMS FOR THIS PROJECT (125 VICTIMS ANNUALLY). PRIMARY ACTIVITIES FOR THIS PROJECT INCLUDE CASE MANAGEMENT, ADVOCACY, EMERGENCY SHELTER, COUNSELING, AND EXTENSIVE COMMUNITY OUTREACH TO IMPROVE COMMUNITY UNDERSTANDING OF HUMAN TRAFFICKING. MOSAIC WILL ALSO LINK CLIENTS WITH ADDITIONAL MEDICAL CARE, EDUCATION, APPLICABLE GOVERNMENT BENEFITS, AND OTHER NEEDS. VICTIMS SERVED BY THE PROGRAM WILL INCREASE SAFETY, WELL-BEING, AND SELF-SUFFICIENCY AND DECREASE ANXIETY/DEPRESSION LEVELS. PROFESSIONALS AND COMMUNITY MEMBERS TRAINED WILL INCREASE KNOWLEDGE OF HUMAN TRAFFICKING AND IMPROVE CAPACITY TO IDENTIFY VICTIMS. THROUGH THIS PROGRAM, MOSAIC AIMS TO ENHANCE THE QUALITY AND QUANTITY OF SERVICES AVAILABLE FOR ALL FORMS OF TRAFFICKING VICTIMS BY PROVIDING HIGH QUALITY, COMPREHENSIVE, AND TRAUMA-INFORMED SERVICES FOR VICTIMS OF HUMAN TRAFFICKING; ENHANCING INTERAGENCY COLLABORATION; AND COORDINATING A COMMUNITY RESPONSE TO TRAFFICKING VICTIMS.",TX,TX19000,252,department-of-justice,ASST_NON_15POVC22GG03744HT_015,True
231635113,15POVC22GG03756HT,PREBLE STREET,2022-10-01,2025-09-30,921493.72,Department of Justice,Office of Justice Programs,16.320,"PREBLE STREET ANTI-TRAFFICKING SERVICES (ATS) AND PARTNERS WILL SERVE 150 VICTIMS OF TRAFFICKING (VOTS) OVER THE THREE-YEAR GRANT PERIOD WITH A PRIMARY GOAL TO ENHANCE VICTIMS’ ACCESS TO THE COMPREHENSIVE CASE MANAGEMENT AND DIVERSE SERVICES THAT VICTIMS OF LABOR AND SEX TRAFFICKING OFTEN REQUIRE TO ADDRESS THEIR NEEDS. ATS WILL EXPAND TRAUMA-INFORMED, COMPREHENSIVE SERVICES TO A GREATER NUMBER OF VOTS, INCLUDING FOREIGN NATIONALS FROM AFRICAN AND LATINX COMMUNITIES, INDIVIDUALS IN THE CRIMINAL JUSTICE SYSTEM, AND MINORS, PRIMARILY FOREIGN NATIONALS, AND ENHANCE CAPACITY BUILDING EFFORTS WITHIN CUMBERLAND, YORK, AND ANDROSCOGGIN COUNTIES, THE THREE MOST POPULOUS COUNTIES IN MAINE. ACTIVITIES INCLUDE DIRECT INTENSIVE CASE MANAGEMENT THROUGH A TEAM OF DEDICATED CASEWORKERS WHO PROVIDE TRAUMA-INFORMED, EMPOWERMENT-CENTERED, WRAP-AROUND SUPPORT; REFERRALS TO COMMUNITY PARTNERS THROUGH INFORMATION SHARING OR WARM HAND-OFFS; PARTNERSHIP DEVELOPMENT TO FACILITATE REFERRAL MECHANISMS; TRAINING TO COMMUNITY PARTNERS TO INCREASE IDENTIFICATION AND RESPONSE AND LEVERAGE AVAILABLE RESOURCES; OPPORTUNITIES FOR SURVIVOR COMMUNITY BUILDING, LEADERSHIP, AND SURVIVOR CREATED GROUP INITIATIVES, SURVIVOR ADVISORY BOARD, AND OTHER STIPEND ACTIVITIES; AND DIRECT OUTREACH TO HIGH-RISK, MARGINALIZED COMMUNITIES. PROGRAM OBJECTIVES ARE: 1) PROVIDE SERVICES TO MEET THE INDIVIDUAL NEEDS OF VICTIMS OF HUMAN TRAFFICKING (VOTS) IN CUMBERLAND, YORK, AND ANDROSCOGGIN COUNTIES, MAINE; 2) COLLABORATE WITH AND TRAIN LOCAL PARTNERS (SERVICE PROVIDERS, CRIMINAL JUSTICE PROFESSIONALS, MEMBERS OF THE JUDICIARY, COMMUNITY, FAITH-BASED ORGANIZATIONS, ETC.) TO ENSURE VOTS ARE PROPERLY IDENTIFIED AND REFERRED FOR APPROPRIATE SERVICES; 3) ASSIST WITH OR REFER TO OTHER ESSENTIAL SERVICES FOR VICTIMS OF HUMAN TRAFFICKING; AND 4) COLLECT DATA AND PARTICIPATE IN EVALUATION ACTIVITIES TO DETERMINE IF THE PROGRAM IS MEETING STATED GOALS AND OBJECTIVES. SUBRECIPIENTS OF THIS PROPOSAL INCLUDE EUNICE NUNA, WHO WILL CONDUCT TARGETED OUTREACH TO FOREIGN NATIONAL ADULTS AND MINORS, PROVIDE EXPERTISE ON IMPROVING SERVICE DELIVERY FOR MARGINALIZED COMMUNITIES, AND FACILITATE A GROUP FOR FOREIGN NATIONAL YOUTH AND THEIR FAMILIES. SEA CHANGE YOGA WILL PROVIDE WEEKLY ALTERNATIVE WELLNESS CLASSES. THESE GROUPS AND CLASSES WILL BE OFFERED AT THE PREBLE STREET HEALING CENTER.",ME,ME60545,252,department-of-justice,ASST_NON_15POVC22GG03756HT_015,True
231634622,15POVC21GG04001MINO,NEW LIFE REFUGE MINISTRIES,2021-10-01,2025-09-30,920638.82,Department of Justice,Office of Justice Programs,16.320,NEW LIFE REFUGE LONG TERM RESTORATIVE CARE PROGRAM EXPANSION,TX,TX17000,252,department-of-justice,ASST_NON_15POVC21GG04001MINO_015,True
231635714,15POVC23GG04089HT,YOUNG MEN'S CHRISTIAN ASSOCIATION OF THE NORTH,2023-10-01,2026-09-30,913074.0,Department of Justice,Office of Justice Programs,16.320,"THE YMCA OF THE NORTH WILL STRENGTHEN AND SUSTAIN THE SUPPORTIVE SERVICES PROVIDED BY ITS ENOUGH. PROGRAM TO VICTIMS/SURVIVORS OF SEXUAL EXPLOITATION AND LABOR TRAFFICKING. THE INDIVIDUALS SERVED BY THIS PROGRAM WILL BE IN THE SEVEN-COUNTY METRO AREA OF MINNEAPOLIS/ST. PAUL, MN, INCLUDING ANOKA, CARVER, DAKOTA, HENNEPIN, RAMSEY, SCOTT, AND WASHINGTON COUNTIES. PARTICIPANTS WILL BE BETWEEN THE AGES OF 12-28, WITH 70% OF THE CASELOAD IN THE UNDERSERVED 24  28 AGE RANGE. YOUTH AND YOUNG ADULTS WILL RECEIVE INDIVIDUALIZED ONE-TO-ONE CASE MANAGEMENT SERVICES AND SUPPORTS, INCLUDING REFERRALS FOR HOUSING, FOOD, EDUCATION, AND MEDICAL, AND LEGAL ISSUES. ADDITIONALLY, PARTICIPANTS WILL ENGAGE IN ECONOMIC EMPOWERMENT PROGRAMMING OR INDEPENDENT GOAL CENTERED PROGRAMMING. GOALS INCLUDE: 1) EXPAND AND STRENGTHEN THE CAPACITY OF THE ENOUGH. PROGRAM TO PROVIDE AND SUSTAIN COMPREHENSIVE SERVICES TO ADULT VICTIMS OF LABOR AND SEX TRAFFICKING (AGES 18-28, ANY GENDER); 2) DELIVER TRAINING TO LOCAL PROVIDERS AND SYSTEMS-BASED PROFESSIONALS AND PARTNERS, INCREASE COMMUNITY CAPACITY TO RESPOND TO HUMAN TRAFFICKING.; AND 3) CONDUCT EVALUATION ACTIVITIES TO PROVIDE ACCURATE OUTPUT AND OUTCOME INFORMATION TO MEASURE PROGRAM PROGRESS ON ALL GOALS AND OBJECTIVES AND FINANCIAL REPORTING, SOLICIT ONGOING FEEDBACK ON PROGRAM/SERVICES OFFERED, AND COMPLETE A FORMAL EVALUATION IN PARTNERSHIP WITH A UNIVERSITY OF MINNESOTA-BASED EVALUATION TEAM TO ASSESS PROGRAM OUTCOMES.",MN,MN43000,252,department-of-justice,ASST_NON_15POVC23GG04089HT_015,True
